title,reviews
"1975 킬링필드, 푸난","
 이른바 ‘킬링필드’를 소재로 한 애니메이션 한 편이 개봉을 앞두고 있다. 애니메이션 <1975 킬링필드, 푸난>은 경쾌한 배경음악과 함께 사람들의 일상을 보여준다.하지만 이런 분위기와 상반되게 무장단체 크메르 루주의 전위부대 앙카가 1975년 4월 17일, 수도 프놈펜을 점령해 무려 150만 명이 넘는 이들이 내쫓기는 상황에 놓인다.이들은 미래가 불투명한 채 계속해서 앙카가 시키는 대로 이동할 수밖에 없다.수 많은 사람들이 짐을 바리바리 싸 들고 걸어서 대이동 한다. 심지어 앙카는 외국의 자본주의를 경계해야 한다며 자동차를 시민들의 부숴버린다.앙카는 피난민들에게 혁명에 동참할 것을 강요한다. 그들의 강압으로 사람들은 각자 협동조합에 배치돼 강제노역을 하러 끌려간다.그 과정에서 강을 건너야 하는 상황이 되자 슈의 3살짜리 아들 소반이 갑자기 혼자 반대방향으로 뛰어간다.슈와 남편 쿠온이 뒤따라 갔으나 앙카의 저지로 아이를 찾지 못한 채 그대로 강을 건넌다.한편, 부모와 헤어진 소반은 할머니와 함께 다른 협종조합에 배치된다.앙카는 미국 때문에 제국주의에 물든 ‘신인민’을 용서하고, 새 사람으로 만들어주겠다며 모두 같은 복장과 헤어스타일을 강요하는 등 공산주의를 강요한다.그들은 제국주의를 털어내기 위해 사람들에게 자아비판을 강요한다. 또 곧 공평하고, 정의로운 사회가 열릴 거라며 정작 자신들은 일하지도 않으면서 더 잘 먹는다.아들과 헤어진 슈는 곧 아들을 보러갈 수 있다는 희망으로 누구보다 열심히 일하지만, 몇 달이 지나도 아들과 만나지 못한다.시간이 흐르자 적은 배급량과 고된 노동으로 사람들이 하나, 둘 죽어 나간다. 쿠온의 남동생 툿이 아파서 진료소에 가야하는 상황이 되자, 찬이라는 여자가 진료소에 가봐야 치료도 안 해주고 죽을때까지  방치한다며 자기가 도와주겠다며 자기 아들을 소반의 부모에게 맡긴 후 돈을 챙겨서 어디론가 가더니 통 오질 않는다.자칫 찬이 돌아오지 않으면 소반의 부모가 찬의 아들 림을 먹여 살려야 할 처지가 된다.다행히 찬이 1주일 만에 돌아온다. 하지만 그녀는 브로커를 만나지 못했다며 처참한 몰골로 돌아와서 슈에게 림을 부탁한다.한편, 슈는 아들이 이송된 북쪽으로 이송되자 아들을 찾아보려 애쓴다. 하지만, 소반이라는 이름이 흔하기도 하고, 다들 누군가를 찾는 처지라 아들을 찾기란 쉽지 않다.슈는 그곳에서 여자들이 살기 위해 인간으로서 존엄성까지 내던지는 참담한 현실을 목격하게 된다.시간이 흘러 1978년 8월. 쿠온은 북쪽에서 온 아이가 어린이 캠프의 존재를 알려주자 거기 소반도 있을지 모른다는 생각에 헤어진 아내를 찾아와 함께 소반을 찾으러 떠난다.하지만, 소반을 찾으러 가는 도중 베트남군이 쳐들어 와 고비를 맞는다. 소반과 만난 두 사람은 캄보디아를 떠나 태국으로 가기 위해 여정을 떠난다.그 과정에서 앙카와 마주치자 쿠온이 목숨을 걸고 그들을 유인해 무사히 아들과 아내가 캄보디아를 탈출할 수 있게 돕는다.애니메이션 <1975 킬링필드, 푸난>은 1975년부터 1979년까지 4년여 동안 권력을 휘두른 크메르 루주의 만행을 다룬 프랑스 작품이다.이들은 총 170만 명에서 200만 명에 이르는 시민들을 학살했다. 이 작품에 직접 언급되진 않지만, 당시 이들은 기회주의라는 죄명으로 지식인들과 기술인들을 모조리 죽였다.이 일로 베트남군의 개입으로 크메르 루주가 물러난 지금까지도 캄보디아는 과거보다 후퇴된 삶을 살고 있다.캄보디아의 아픈 역사를 그린 애니메이션 <1975 킬링필드, 푸난>은 오는 27일 개봉한다./마이스타 이경헌 기자기사 원문보기 http://www.mystar.ne.kr/archives/9815[마이스타] 캄보디아의 아픈 역사, 애니메이션으로 탄생이른바 ‘킬링필드’를 소재로 한 애니메이션 한 편이 개봉을 앞두고 있다. 애니메이션 은 경쾌한 배경음악과 함께 사람들의 일상을 보여준다.www.mystar.ne.kr


1975 킬링필드, 푸난

감독
드니 도
출연
베레니스 베조, 루이 가렐
개봉
2022.01.27. 프랑스

리뷰보기

  
"
"1975 킬링필드, 푸난","
애니 [1975 킬링필드, 푸난] 예고편(한글) : 2022.01.27""당신들은 다 빼앗아 갔어. 우리의 삶, 가족, 존엄성까지도""1975년, 캄보디아 수도 프놈펜이 공산주의 무장단체 크메르 루주에 의해 장악된다.평범한 삶을 살던 '슈'의 가족들은 하루아침에 길 위로 내몰리고 피난 중에 3살 아들 '소반'이 없어진다.희망 없는 현실 속에서 모든 걸 포기하려는 순간, '슈'에게 아들을 만날 마지막 기회가 찾아온다.2022.01 / Funan, 2018 / 프랑스 애니메이션감독: 드니 도출연: 베레니스 베조(슈), 루이 가렐(쿠온)*정보https://movie.naver.com/movie/bi/mi/basic.naver?code=176037 
"
355,"
20220209의정부태흥 CGV 1-F-6스피드 할인쿠폰+현금3/5 인류를 위협하는 사상 초유의 위기 발생!글로벌 범죄조직에 의해 전 세계 국가 시스템을 초토화 시킬일급 기밀 무기를 도난당하는 사건이 발생하고 CIA 요원 '메이스'(제시카 차스테인)은전 세계 최정예 블랙 에이전트를 모아 TEAM 355를 결성한다.하나의 목표를 위해 원팀이 된 TEAM 355는역대급 미션을 수행하기 위한 비공식 합동작전에 돌입하는데… 월드클래스 블랙 에이전트 TEAM 355드디어 그들이 움직인다!모두가 기다린 초대형 액션 블록버스터가 온다!-네이버 영화- <조금 괜찮나 싶으면 어김없이 황당무계>난생처음 도전해보는 스피드 할인쿠폰 성공!! 3,000원으로 영화 보니 괜히 기분이 더 좋네?!해외 평은 그저 그렇지만 궁금했던 영화니까 개봉 사수!!평이 안 좋은 건 역시 그 이유가 있구나ㅠㅠ남성들의 전유물이었던 스파이물의 주인공을 전부 여자로 정한 거? 좋아 괜찮아.뻔하디 뻔한 악당의 정체와 관계? 좋아 납득할 수 있어.총으로, 칼로, 맨손으로 기다렸다는 듯 쏘고, 찌르고, 치고... 좋아 봐줄만했어.근데 개연성이 너무 없잖아ㅠㅠ 각국의 첩보기관 여성 요원들'만' 모인다는 설정도 황당한데 전 세계 어딜 가든 노트북, 핸드폰만 있으면 아무런 후방 지원 없이도 원하는 정보 쏙쏙~ 그렇게 판을 짜 놓으니 침투도, 교란도, 작전도 무사통과~ 이것만 해도 짜증이 나는데 갑자기 등장한 (돈 지랄해서 껴든 게 분명한) 중국 요원.중국의 차는 만병통치약이고, 중국의 독은 세상에서 제일 무섭고, 중국의 대의는 세상을 구하는 데에 있으니 한 톨의 욕심도 없고...지금 베이징에서 전 세계를 상대로 광역 도발하면서 생쑈를 하고 있는 중국 것들을 생각만 해도 열불이 터지는데 영화에서조차 저런 가식적인 헛소리를 늘어놓고 있으니 좋게 봐줄래야 좋게 봐줄 수가 없네;;;이름만 들어도, 얼굴만 봐도 와 소리가 절로 나오는 배우들이 대체 왜 출연했을까 싶었던...(아마 돈때문이겠지ㅠㅠ)배우들의 이름이 너무 아까웠던 그런 영화.아! 그리고 영화 제목이 대체 왜 355인지 영화를 다 보고 나서도 이해가 안 되는 건 나뿐인가??기대 없이, 생각 없이 봐도 보다 보면 헛웃음만 나오는...그냥 안 보는 게 정신건강과 돈과 시간을 위한 길일지도...
355리뷰보기

감독
사이먼 킨버그
출연
다이앤 크루거, 페넬로페 크루즈, 제시카...






 
"
355,"
2월 9일 개봉하는 영화 '355'입니다.'355'의 의미는 '영화'속에 나오던데요, '남북전쟁'당시 활약한 전설적인 여첩보원의 '코드네임'이라고..안그래도 보고 싶었던 작품이였는지라, '개봉날' 만나고 왔었는데요.사실 '북미평'이 그닥 좋지는 않은지라..좀 걱정하고 봤었는데, 의외로 잼나게 보고 온 ㅋㅋㅋㅋ 영화의 시작은 '콜롬비아' 연방요원인 '루이스'가 '카르텔'의 '거래'장소를 덮치는 장면인데요..그런데...거기에는 '마약'이 아니라 다른것이 있었던..세상의 모든 '폐쇄장치'를 들어갈수 있는 '하드 드라이버'그 '프로그램'이면 못할게 없는데요..'루이스'는 '3백만'달러에 'CIA'에 넘기기로 하고 베테랑 요원인 '닉'과 '메이스'가 '임무'를 맡게 됩니다..그리고 '루이스'와 '접선'하려고 하는데...의문의 여성인 '마리'의 '난입'으로 '난장판'이 되고...'메이스'가 '마리'와 추격전을 벌이는 동안..'닉'은 누군가에게 '살해'당하는데요'닉'의 죽음에다가, '조사'까지 받아야 하는 '메이스'그녀는 '복수심'에 불타오르고친구이자 M16요원인 '카디자'에게 도움을 요청합니다..이에 '루이스'를 쫓는데..'루이스'는 '콜롬비아'정보부 요원들의 '정신과의사'인 '그라시엘라'와 함께 '고국'으로 돌아가다가'킬러'들에게 '습격'을 당합니다..그리고 그 장소에는 '메이스'와 '카디자'뿐만 아니라..'작전'을 망쳤던 의문의 여인 '마리'도 나타나는데요..추격전을 벌이지만, 결국 '하드 드라이브'와 '킬러'도 놓치고..'메이지'와 '카디지'는 '독일'정보부 요원인 '마리'와'루이스'의 동료인 '그라시엘라'와 함께 힘을 합치고...그리고 '킬러'를 추적하여..드디어 '하드'를 찾아내는데요그리고 CIA에 '하드 드라이버'를 넘기고,...그러나 모든게 끝났다고 생각했는데, 끝난게 아니였습니다..'제시카 차스테인','다이앤 크루거','페넬로페 크루즈','루피타 뇽','판빙빙'까지..'미녀'여배우들이 총 출동한지라 기대하던 영화였는데요.한편 걱정도 되었습니다.'여성판 고스트 버스터즈'와 '여성판 오션스일레븐'의 '기억'이 남아있으니까요거기다가 '로튼토마토'평도 그닥 안좋은지라..보고 싶은 영화였지만, 걱정을 좀 했는데요그런데 저는 재미있게 보고 왔습니다..ㅋㅋㅋ무엇보다 모두들 좋아하는 '배우'들인지라....'비주얼'만으로도 대만족..그런데 왜 유독 '제시카 차스테인'만...실제로도 '스턴트맨'안 쓰고 본인이 직접 하다가 다치고도 했다는데 말입니다.왜 이리 ....ㅠㅠ 고생 많이 한...'루피타 뇽'은 '어스'에서 보고 정말 이쁘다 싶었는데..여기서는 '컴퓨터 전문가'로 나오는데, 멋지더라구요'다이앤 크루거', '트로이'의 '헬레네'로 유명한데요.오랜만에 만나니 반가운 ㅋㅋㅋ'페넬로페 크루즈'는 영화에서 보는건 거의 처음 아닌가 싶기도..잘 못만났던 배우 ㅋㅋㅋ'판빙빙'은 왜 이리 '영어대사'가 어색한지...이상하더라구요..'판빙빙'이 '탈세'문제로 '355'하차설도 있었는데..그대로 나오긴 했나봐용..우야동동..다섯나라의 다섯 미녀의 '활약'이 좋았습니다.마지막에 '반전'도 있었고 말이지요..물론 '개연성'을 따지자면...이해가 안되는 '부분'도 많습니다만..ㅋㅋㅋ한낮 '마약 카르텔'이 어떻게 저런 대단한 '장치'를 만들었는지?아니면 어디서 훔쳤나? 그 부분도 안나오고...애매합니다...거기다가 그렇게 악랄한 '악당'들이..'여인'들을 계속 살려주는..ㅋㅋㅋㅋ'가족'들 죽이는 그 '악랄함'은 어디간체, 그냥 냅두고나중에 '판빙빙'만 데려가고...모두 내버려두죠...그외에도 '개연성'부분은 좀 ...이해가 안되는 부분이 있었는데그냥 '킬링타임용'으로 생각하고 넘어갔습니다.그나저나 이넘의 '중국자본','중국만세'는 마음에 안드는..특히 '올림픽'에서 '깡패짓'하고 있는 지금은 더 눈에 거슬리는데 말입니다.아쉬운 부분이 없는건 아니였지만...멋진 여배우들의 열연과 액션에...저는 재미있게 보고 왔습니다.....ㅋㅋㅋㅋㅋ'킬링타임용'은 충분히 되는듯 싶어요... 

355

감독
사이먼 킨버그
출연
다이앤 크루거, 페넬로페 크루즈, 제시카 차스테인, 루피타 뇽, 판빙빙
개봉
2022.02.09. 미국, 중국
평점







리뷰보기

 
"
355,"



355

감독
사이먼 킨버그
출연
다이앤 크루거, 페넬로페 크루즈, 제시카 차스테인, 루피타 뇽, 판빙빙
개봉
2022.02.09. 미국, 중국
평점






리뷰보기

 조금 늘어지는 느낌의 액션 첩보영화다.마지막에 드라이브를 차지하고서는왜 박살을 내는지...여자 주인공이 남자들을 액션으로 이기는 장면들이 많은데왜 그리 버거워 보이는지...다이앤 크루거가 가장 기억에 남을 것 같다.후반부에 등장하는 판빙빙도.오로지 킬링 타임용인데가급적 권하지는 않고 싶다.
"
355,"



355

감독
사이먼 킨버그
출연
다이앤 크루거, 페넬로페 크루즈, 제시카 차스테인, 루피타 뇽, 판빙빙
개봉
2022.02.09. 미국, 중국
평점






리뷰보기

     사이먼 킨버그 감독이 연출한 <355>는 여성들이 중심이 되는 스파이물이자 다국적 배우들이 등장하는 작품입니다.   CIA요원 메이스(제시카 차스테인)는 동료 닉과 함께 순간 정전을 통한 세계를 마비시킬 수 있는 무기를 확보하기 위해 프랑스로 떠납니다. 그 곳에서 뜻하지 않은 변수가 생깁니다. 독일 스파이인 마리(다이앤 크루거)가 메이스를 방해하고 무기를 확보한 줄 알았지만 그렇지 못합니다. 심리치료사로 가장한 그라시엘라(페넬로페 크루즈)가 무기를 가진 남자와 동행해 고국인 콜롬비아로 떠나려 하지만 또 다른 단체에서 그 무기를 빼앗고 이를 쫓던 메이스와 마리는 그들을 놓칩니다. 메이스는 영국에서 일하고 있는 옛 동료 카디야(루피타 뇽)과 함께 마리를 한 팀으로 묶고 다시 한 번 그 무기를 찾아 떠납니다.    전통적인 스파이물의 공식을 따르고 있는 작품입니다. 그리고 배신의 배신을 거듭하는 이야기를 가지고 있는 작품이고 게다가 여기에 반전은 필수이겠죠? 아무튼 이 장르에 익숙한 분들은 이야기를 따르는 데 큰 무리가 없기도 하고 마니아층은 쉽게 범인 혹은 배신자를 찾기 쉬울 것입니다.    영화의 목표는 화려한 총격액션과 명배우들(여배우)이 펼치는 화려한 액션에 있는 것 같습니다. 페넬로페 크루즈를 제외한 모든 여배우들이 화려한 액션을 보여주고 여기에 대한 쾌감은 엄청납니다. 이들이 수상한 상만 하더라도 엄청난데 그 대부분의 작품은 '드라마'장르에 국한 되어 있어서 이런 액션 장르에서 그녀들의 액션을 모든 것은 자주 있는 일이 아니라 더욱 더 반가웠습니다.    사이먼 킨버그 감독의 필모를 보니 엑스맨 시리즈와 데드풀 시리즈에 제작이나 연출로 참여한 적이 있더라고요. 이전 영화에서 이미 증명했듯이 액션 연출은 훌륭했습니다. 그럼에도 불구하고 스파이물로서의 매력은 크게 다가오지 않는 것은 사실이었습니다. 스파이물의 또 다른 매력인 다양한 나라의 로케이션도 크게 인상적인 작품은 아니었고요. 게다가 중국 자본이 들어가는 작품들의 단점도 하이라이트 장면 로케이션에서 또 다시 약점으로 나타나 아쉬웠습니다.
"
355,"



355

감독
사이먼 킨버그
출연
다이앤 크루거, 페넬로페 크루즈, 제시카 차스테인, 루피타 뇽, 판빙빙
개봉
2022.02.09. 미국
평점






리뷰보기

 여성배우들이 주연인 첩보액션영화랄까요?스토리는 딱 예상가능한 정도고 액션 장면은 괜찮더라구요.킬링타임용으로 볼만했습니다.
"
355,"
 


355

감독
사이먼 킨버그
출연
다이앤 크루거, 페넬로페 크루즈, 제시카 차스테인, 루피타 뇽, 판빙빙
개봉
2022.02.09. 미국
평점






리뷰보기

  <!--[endif]--> 제시카 차스테인, 다이앤 크루거, 페넬로페 크루즈, 루피타 뇽, 판빙빙 주연의 [355]는 전 세계적으로 유명하고 쟁쟁한 배우들을 주인공으로 앞세운 액션 영화다. 영화의 예고편을 보면 전반적인 느낌은 익숙하다고 생각되는데, 그럼에도 영화가 기대 되는 이유는 당연히 영화에 참여한 여러 배우들 때문이다.    <!--[endif]-->    영화를 보면 예상과 크게 벗어나는 지점은 그다지 없다. 캐릭터, 이야기, 전개 등 영화의 거의 대부분의 요소는 예측 가능한 수준이라 그저 그렇다. 누가 조력자로 나올지, 누가 배신을 할지, 어떻게 다시 공격을 할지, 어떻게 결말을 맺을지 등이 처음부터 끝까지 영화가 전개하는 동안 미리 알 수 있을 정도다.    이 정도의 평가 수준만 본다면 [355]는 전혀 매력이 없고 무색무취의 밋밋한 액션 영화라고 볼 수 있다. 아직도 이러한 영화들이 아무런 생각 없이 기계적으로 만들어지고 있는 할리우드 상황을 본다면 향후 영화의 미래가 참으로 암담하다고 느껴질 정도다. 물론 한국 영화의 상황도 크게 다르지 않을 것이다.        [355]에서 그나마 추천할 수 있다고 생각되는 것은 배우들이다. 영화를 보기 전부터 기대했던 화려한 배우들의 등장과 그들이 펼치는 액션은 의외로 만족스럽게 나와서 무난히 볼만하다. 최상급 수준의 액션은 아니더라도 진부한 이야기와 캐릭터에 비해서는 훨씬 좋은 액션 장면들이 영화에 펼쳐진다.        배우들과 액션이 괜찮다고는 말했지만, 그렇다고 [355]가 영화를 추천할 정도의 완성도를 보여주진 않는다. 좀 더 치밀하고 인상적인 각본에서 전개가 되어야 배우들이 좀 더 빛나고 액션이 좀 더 흥미로울 것이다. 어쨌든 지금의 결과는 독특함은 전혀 찾아볼 수 있는 진부하고 평범한 수준의 영화다.     
"
355,"



355

감독
사이먼 킨버그
출연
다이앤 크루거, 페넬로페 크루즈, 제시카 차스테인, 루피타 뇽, 판빙빙
개봉
2022.02.09. 미국
평점






리뷰보기

 악평이 많아 큰 기대 없이 봤는데생각보다 괜찮아서아오 이 개자석덜 했는데...영화의 큰 변곡점이 있는데빙빙이 누나의 등장 전과 후로 나뉜다.빙빙 누나의 등장 전에는여성판 본 시리즈의 비견할 만한 전개로 흐르지만빙빙 누나의 등장 후로는조선미녀삼총사로 변해버린다.영화에 중국이 묻으면얼마나 처참히 망가져 가는가를 잘 보여주는 작품.속으로개자석덜 이라고 생각한 거 미안하다 야덜아 ㅠㅠ쿠키는 없다. 
"
355,"
[영화 355] 355점짜리 영화, 천점 만점에..제시카 차스테인을 보면 혹시 쌍둥이 두 명이 교대로 영화 출연을 하는 것이 아닐까 의심하게 된다.인터스텔라, 그것, 제로다크서티에서 보여준 그녀의 심도 있는 연기는 고혹적이다.그러나 또 다른 제시카 차스테인은 액션영화에 대한 욕구가 가득한 또 다른 자아 같다.엑스맨에서 도대체 왜 출연해서 그동안의 명성을 허물었을까 의구심이 들다가 B급 OTT  전용영화 에이바에서 명성에 먹칠을 했다.영화 355는 제시카 차스테인이 아이디어를 내고 여성 스파이가 사건을 해결하는 스토리다.제임스 본드와 에단 헌트를 희망했지만 참담한 실패가 되었다.  영화 초반 기세는 대단히 에너지 넘치고 흥미롭다.전형적인 스파이 영화의 공식을 따른다.문제는 배배 꼬아 버린 인물 구도가 개연성이 전혀 없게 나열한다.액션 영화에서 독특한 매력을 보여준 다이앤 크루거가 갑자기 튀어 나와 제시카 차스테인과 액션신을 벌이는데 우리나라 액션스쿨에서 수업을 받았으면 하는 생각이 들 정도로 어설펐다.컬럼비아가 마약 범죄 본거지가 아닌 IT 최강국으로 묘사한 부분부터 현실과 동떨어진다.대륙별 배분을 위해 페넬로페 크루즈가 스페인이 아닌 컬럼비아 정신과 의사로 등장한다.일당백 여성 스파이 요원과 동떨어진 계속 반복되는 칭얼거리는 투정이 짜증 나게 한다.몽환적인 예전의 모습은 여전하지만 영화에서 중요한 배역이라고 할만한 존재감이 없었다.미국, 영국, 독일의 정보부 요원과 컬럼비아 의사가 합친 4명의 여성들은 누군지 모르는 적을 향해 힘을 합친다.빌런이 나타나면 또 다른 빌런과 엮여서 빌런끼리 서로 치고 받는다.목표점이 흐트러져 집중이 안되는데 감독은 이런 점을 반전으로 이해했다면 너무 성의 없는 연출 같다.빌런으로 나오는 CIA 배신자 세바스찬 스탠은 역대급 허술한 빌런이다.비주얼로 매력이 넘치는 배우지만 배역 자체가 엉망으로 만들었다.허약한 빌런 이미지를 벗어 나기 위해 마지막 인질들을 가차없이 제거하는 포악함은 일관성이 없었다.그는 최후에 CIA 내부에 부패한 조력자가 있음을 암시하면서 355의 후속작까지 열어 두고 있는데 첫 시리즈만 보면 망하는 지름길 같다.제작비와 스케일은 크고 출연진은 화려하다.영국 정보원 루피타 뇽은 휴대폰 하나로 보안장치를 제멋대로 조종하는 능력을 보여준다.분위기는 본 시리즈처럼 긴장감을 유도하려고 했는데 리얼리티가 떨어졌다.그나마 여성 4인조 가운데 가장 정보요원과 같은 능력을 갖추었다.초중반은 파리, 독일, 영국, 모로코 등 세계 여행을 안내하는 가이드를 따라 눈요기 거리가 심심치 않게 만든다.기대치를 못미치던 355의 결정적인 한 방은 중국 정보요원 판빙빙이 등장하면서 눈살을 찌푸리게 만든다.어차피 중국 자본과 시장을 염두해 둔 영화라고 하지만 중국의 정보력은 월등하다는 사실을 두고 진행된다.판빙빙이 355 촬영 도중 탈세 협의로 행방불명되어 영화 제작 과정에서 큰 손실이 발생 하였다고 한다.짧지만 다도 등 중국 문화의 우월성을 아무 근거 없이 확정적으로 묘사하는 장면은 중국 관객들이 열광하고 좋아할 만한 요소로 채웠다.액션영화임에도 언제 영화관 불이 밝혀지려나 기다린 몇 안되는 영화였다.좋아하는 배우들이 출연한다는 기대감에 실망감도 커서 부정적인 관점에서 바라본 경향도 있다. 무술 실력들은 형편없지만 총기에 불이 튀어 나올 때 음향 효과는 스트레스를 해소해 주었다.영화 제목 355는 미국 독립전쟁 여성 스파이 암호명 이다. 영화 내용과는 전혀 개연성이 없다.영화 점수를 본인들 스스로 매긴 것이 아닐까? 

355

감독
사이먼 킨버그
출연
다이앤 크루거, 페넬로페 크루즈, 제시카 차스테인, 루피타 뇽, 판빙빙
개봉
2022.02.09. 미국, 중국
평점







리뷰보기

 
"
